iter	Logloss
0	0.6663283368
1	0.6475421725
2	0.6202605189
3	0.5942281594
4	0.576551128
5	0.5551460271
6	0.5299054336
7	0.5070748292
8	0.4796214266
9	0.4608763462
10	0.442646803
11	0.43004385
12	0.4170215435
13	0.4010647444
14	0.3868961512
15	0.3781232519
16	0.3644256596
17	0.3551891507
18	0.3427886776
19	0.3306057461
20	0.3207726583
21	0.3125910617
22	0.303425225
23	0.2988215691
24	0.2917536191
25	0.2857459146
26	0.2789743169
27	0.267805059
28	0.2611987741
29	0.2527932588
30	0.2480032669
31	0.2393754917
32	0.2327637391
33	0.2285199654
34	0.221584238
35	0.2192613852
36	0.2141520898
37	0.209399818
38	0.2038295026
39	0.1981027286
40	0.1942296925
41	0.1898206791
42	0.1832908127
43	0.1794142001
44	0.1761885465
45	0.1739249715
46	0.1681883398
47	0.1653618079
48	0.1610363973
49	0.156965816
50	0.1552408336
51	0.148565259
52	0.1452768604
53	0.1416023019
54	0.1375287711
55	0.1354269399
56	0.1328692902
57	0.1298527561
58	0.1267827094
59	0.1240270103
60	0.121348085
61	0.1192000617
62	0.1170484606
63	0.114850562
64	0.1123260339
65	0.1097656308
66	0.1081595676
67	0.1059345303
68	0.1037471696
69	0.1016100738
70	0.1001065397
71	0.09791990896
72	0.0959599209
73	0.09359616493
74	0.09233258828
75	0.09047292911
76	0.08852178227
77	0.08700462309
78	0.08594514647
79	0.08482181395
80	0.08306936608
81	0.08146696674
82	0.0800547481
83	0.07824498589
84	0.07699328693
85	0.0759459147
86	0.07424171642
87	0.07290373499
88	0.07130826232
89	0.07000305037
90	0.06829063945
91	0.06732438045
92	0.06584028602
93	0.06488231523
94	0.064049397
95	0.06278827754
96	0.06145035713
97	0.06050375379
98	0.05953488417
99	0.0584934945
100	0.05758228972
101	0.05599418848
102	0.05490270222
103	0.05410740065
104	0.05309210474
105	0.05206775997
106	0.0512027075
107	0.05042422063
108	0.04949642555
109	0.04893000096
110	0.04798946341
111	0.04691510099
112	0.04583183316
113	0.04515387488
114	0.04449914813
115	0.0432417515
116	0.04253822141
117	0.04166221354
118	0.04057103816
119	0.03991943738
120	0.03907904211
121	0.03828386877
122	0.03759249398
123	0.03711114521
124	0.03652323695
125	0.03584585855
126	0.03481536245
127	0.03417053061
128	0.03363193417
129	0.03324748208
130	0.03288578238
131	0.03240594953
132	0.03201502457
133	0.03161352137
134	0.03102116518
135	0.03056442512
136	0.03028456078
137	0.02982664128
138	0.02931834893
139	0.02891050999
140	0.02858625791
141	0.028179178
142	0.0277318086
143	0.02716112803
144	0.02667392521
145	0.02631906018
146	0.02592944491
147	0.02538821577
148	0.02505974098
149	0.02473204638
150	0.02428130988
151	0.02386352903
152	0.023527946
153	0.02317785433
154	0.02285790133
155	0.02245155069
156	0.02220985353
157	0.02195552679
158	0.02167758273
159	0.02138428223
160	0.02110908443
161	0.02076965088
162	0.020544096
163	0.02029469914
164	0.02015171467
165	0.0199444989
166	0.01975550207
167	0.0195163727
168	0.01923913554
169	0.01902134126
170	0.01869932641
171	0.01848923399
172	0.01821183196
173	0.0180097232
174	0.01781581569
175	0.01758550888
176	0.01739853915
177	0.01723261054
178	0.01698953526
179	0.01683819443
180	0.0166677133
181	0.01652680746
182	0.01637303037
183	0.01622784438
184	0.01609360563
185	0.01596443833
186	0.01582521468
187	0.01568939342
188	0.01554366148
189	0.01541393107
190	0.01528274078
191	0.01515940282
192	0.01503856771
193	0.01492021276
194	0.01481028496
195	0.01470256307
196	0.01458979432
197	0.01447864857
198	0.01436874893
199	0.01426257319
200	0.01415769913
201	0.01405478036
202	0.01397070408
203	0.01388799647
204	0.01379525912
205	0.01369809716
206	0.01360220454
207	0.01352372873
208	0.01345289471
209	0.01337619552
210	0.01329030483
211	0.01321502437
212	0.01313106237
213	0.01305789623
214	0.01297094706
215	0.01290020895
216	0.01282110106
217	0.01275097361
218	0.01268066882
219	0.01260381372
220	0.01253767345
221	0.01245751733
222	0.01237889247
223	0.01231463611
224	0.01225055155
225	0.01217913246
226	0.01211709272
227	0.01205846088
228	0.01198971955
229	0.01193006386
230	0.01186314886
231	0.01179178554
232	0.0116830433
233	0.01162633585
234	0.01156292486
235	0.01150730989
236	0.01144516885
237	0.01139241255
238	0.01132642576
239	0.01127338625
240	0.01122060355
241	0.01116148921
242	0.01110947349
243	0.01104600606
244	0.01098858396
245	0.01093853263
246	0.01088927522
247	0.01084005721
248	0.01078543706
249	0.01072638832
250	0.01067871027
251	0.0106321319
252	0.01057947952
253	0.01053372383
254	0.01044543683
255	0.01039471281
256	0.01035007923
257	0.01029541646
258	0.01025205445
259	0.01020325583
260	0.01016045518
261	0.01010791588
262	0.01006579513
263	0.01001900946
264	0.0099780575
265	0.009931894547
266	0.009881762261
267	0.00984155499
268	0.00980183412
269	0.0097622825
270	0.009723601714
271	0.009675271374
272	0.009632267669
273	0.009594428083
274	0.00955700088
275	0.009509828218
276	0.009467653051
277	0.009431110758
278	0.009395253414
279	0.009346851481
280	0.009299286573
281	0.009252448235
282	0.009206248778
283	0.009160776565
284	0.009115166352
285	0.009070579251
286	0.009026904135
287	0.00898339571
288	0.00894249029
289	0.008902087873
290	0.008860142941
291	0.008818654137
292	0.008777811083
293	0.008737522655
294	0.008697853981
295	0.008658351998
296	0.008619583961
297	0.008581237163
298	0.008543200208
299	0.008513121281
300	0.008483161799
301	0.00845387915
302	0.00842402672
303	0.008395132242
304	0.008358654302
305	0.008330158838
306	0.008302032115
307	0.008274151387
308	0.008236745332
309	0.008200718704
310	0.008165078462
311	0.008129871818
312	0.008095766514
313	0.00806926336
314	0.008034692735
315	0.008000754963
316	0.007966648749
317	0.007908016034
318	0.007876193721
319	0.007845082085
320	0.007814131583
321	0.007781707365
322	0.007750672979
323	0.007718829822
324	0.007689471405
325	0.007659908344
326	0.007628976734
327	0.007600053935
328	0.007571365211
329	0.007543034821
330	0.007514734773
331	0.007486823637
332	0.007457451075
333	0.007430174577
334	0.007402984421
335	0.007376069052
336	0.007349645944
337	0.00732056228
338	0.007281398461
339	0.007255788265
340	0.007229711066
341	0.007204322553
342	0.007179195998
343	0.007154110323
344	0.007129442858
345	0.007104749126
346	0.0070805423
347	0.00705611753
348	0.007030364082
349	0.007006879516
350	0.006983132859
351	0.006959868763
352	0.006935998484
353	0.006903973651
354	0.00688108227
355	0.006858034838
356	0.006835339984
357	0.006813430294
358	0.006783332812
359	0.006761415781
360	0.00673916658
361	0.006717764271
362	0.006696176817
363	0.006667314296
364	0.006645581231
365	0.006623750846
366	0.006602792877
367	0.006582255576
368	0.00656194521
369	0.006534209116
370	0.006513467273
371	0.006482094117
372	0.006461892487
373	0.006441966521
374	0.006421745562
375	0.0064022012
376	0.006382883605
377	0.006363429559
378	0.006337084981
379	0.006317989135
380	0.006299588812
381	0.006280370322
382	0.006261717706
383	0.006243668949
384	0.006218158027
385	0.0061988208
386	0.006180804303
387	0.006160202683
388	0.006140078203
389	0.006120392137
390	0.006100575715
391	0.006080889345
392	0.006061439913
393	0.006042133397
394	0.006023134299
395	0.006006045042
396	0.005979111186
397	0.005962099921
398	0.005944047863
399	0.005925052234
400	0.005908330405
401	0.005892075714
402	0.00587594434
403	0.005859080537
404	0.005842930171
405	0.005827003743
406	0.005804766497
407	0.005789012081
408	0.005772644478
409	0.005756932526
410	0.005741843594
411	0.005725996437
412	0.005704427942
413	0.005689307457
414	0.005673634366
415	0.005649299743
416	0.005632670789
417	0.005618066776
418	0.005602722218
419	0.005588038867
420	0.005573528471
421	0.005558873373
422	0.005544131629
423	0.005529706633
424	0.005515599056
425	0.005495311185
426	0.005481339183
427	0.005467330408
428	0.005453043243
429	0.005439221331
430	0.005425118199
431	0.005411544774
432	0.005392191349
433	0.005378410789
434	0.005364256472
435	0.005350914326
436	0.005337497927
437	0.00532413157
438	0.005310425196
439	0.00528941594
440	0.005276379866
441	0.005263006639
442	0.00524984782
443	0.005235280378
444	0.005222637795
445	0.005209913652
446	0.00519186338
447	0.005179297038
448	0.005166543496
449	0.005153995877
450	0.005141570465
451	0.00512919809
452	0.005111877722
453	0.005099679077
454	0.005087394257
455	0.005075337282
456	0.00506324094
457	0.005051171842
458	0.005039231551
459	0.005022249818
460	0.005003162728
461	0.004991504228
462	0.004979401253
463	0.004966146831
464	0.004954557769
465	0.004943405235
466	0.004931852845
467	0.00492026705
468	0.004909232345
469	0.004898110052
470	0.004886818238
471	0.004875457796
472	0.004859731801
473	0.004848326537
474	0.00483744081
475	0.004826680185
476	0.004815655347
477	0.004804785851
478	0.00478939169
479	0.004778902216
480	0.004767861651
481	0.004757565606
482	0.004746878931
483	0.004736390468
484	0.004719051713
485	0.004709038301
486	0.004698598633
487	0.00468796008
488	0.0046777855
489	0.00466741601
490	0.004657410714
491	0.004642783566
492	0.00463257511
493	0.004621016827
494	0.004611250623
495	0.004601296311
496	0.004591600622
497	0.004582007137
498	0.004567765097
499	0.004557735959
